accession	organism	kingdom	length	sp_cleavage_site	label	tm_helix_start_leq_90	fold
Q8N441	Homo sapiens	Metazoa	504	24.0	1		5
P31809	Mus musculus	Metazoa	521	34.0	1		5
P0DQB8	Scolopendra dehaani	Metazoa	73	20.0	1		5
Q91XZ2	Mus musculus	Metazoa	779	28.0	1		5
P08541	Rattus norvegicus	Metazoa	530	23.0	1		5
P80429	Salmo salar	Metazoa	691	18.0	1		5
P05160	Homo sapiens	Metazoa	661	20.0	1		5
Q8MVA6	Ixodes scapularis	Metazoa	69	23.0	1		5
E2DQZ5	Protobothrops jerdonii	Metazoa	148	23.0	1		5
Q05443	Bos taurus	Metazoa	342	18.0	1		5
P19069	Cavia porcellus	Metazoa	1742	19.0	1		5
P16611	Sus scrofa	Metazoa	293	27.0	1		5
P02751	Homo sapiens	Metazoa	2477	31.0	1		5
P41547	Canis lupus familiaris	Metazoa	130	25.0	1		5
Q9DEA2	Deinagkistrodon acutus	Metazoa	155	23.0	1		5
Q7SCE9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	385	18.0	1		5
P32802	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	667	22.0	1		5
C0HL82	Stellaria media	Plants	81	31.0	1		5
P14384	Homo sapiens	Metazoa	443	17.0	1		5
P80188	Homo sapiens	Metazoa	198	20.0	1		5
Q03044	Didelphis virginiana	Metazoa	410	21.0	1		5
C0HL38	Trichonephila clavata	Metazoa	60	19.0	1		5
P21741	Homo sapiens	Metazoa	143	20.0	1		5
P31515	Xenopus laevis	Metazoa	341	29.0	1		5
Q5NAT0	Oryza sativa subsp. japonica	Plants	640	34.0	1		5
C0HJZ1	Arachis hypogaea	Plants	72	25.0	1		5
P51868	Rattus norvegicus	Metazoa	413	19.0	1		5
Q08127	Anguilla anguilla	Metazoa	147	20.0	1		5
Q963A9	Aedes albopictus	Metazoa	60	24.0	1		5
P01037	Homo sapiens	Metazoa	141	20.0	1		5
P14133	Cucumis sativus	Plants	587	33.0	1		5
Q90W54	Gloydius blomhoffii	Metazoa	504	18.0	1		5
Q9UBT3	Homo sapiens	Metazoa	224	18.0	1		5
Q9UBN6	Homo sapiens	Metazoa	386	55.0	1		5
P15018	Homo sapiens	Metazoa	202	22.0	1		5
P16404	Erythrina corallodendron	Plants	281	26.0	1		5
Q26377	Drosophila melanogaster	Metazoa	154	19.0	1		5
P14211	Mus musculus	Metazoa	416	17.0	1		5
P83519	Bothrops jararacussu	Metazoa	159	24.0	1		5
O97763	Sus scrofa	Metazoa	149	19.0	1		5
P35572	Rattus norvegicus	Metazoa	226	25.0	1		5
P08582	Homo sapiens	Metazoa	738	19.0	1		5
P15497	Bos taurus	Metazoa	265	18.0	1		5
P01165	Sus scrofa	Metazoa	207	22.0	1		5
Q6UXD5	Homo sapiens	Metazoa	910	27.0	1		5
Q9PWI3	Elaphe quadrivirgata	Metazoa	200	19.0	1		5
P61855	Drosophila melanogaster	Metazoa	79	22.0	1		5
B3F051	Lens culinaris subsp. culinaris	Plants	74	27.0	1		5
P10720	Homo sapiens	Metazoa	104	30.0	1		5
P20774	Homo sapiens	Metazoa	298	20.0	1		5
P01619	Homo sapiens	Metazoa	116	20.0	1		5
P30659	Lutzomyia longipalpis	Metazoa	86	23.0	1		5
P01070	Glycine max	Plants	216	24.0	1		5
Q30154	Homo sapiens	Metazoa	266	29.0	1		5
P02753	Homo sapiens	Metazoa	201	18.0	1		5
Q42502	Solanum tuberosum	Plants	386	23.0	1		5
Q27082	Tachypleus tridentatus	Metazoa	673	19.0	1		5
Q6T6T5	Bitis gabonica	Metazoa	90	24.0	1		5
Q6EH50	Phytolacca heterotepala	Plants	312	22.0	1		5
Q800C4	Crotalus viridis viridis	Metazoa	138	16.0	1		5
Q99435	Homo sapiens	Metazoa	816	21.0	1		5
P51456	Oryctolagus cuniculus	Metazoa	178	20.0	1		5
P30988	Homo sapiens	Metazoa	474	24.0	1		5
B3EWG0	Penaeus monodon	Metazoa	93	21.0	1		5
O95157	Homo sapiens	Metazoa	252	22.0	1		5
Q7JZV0	Drosophila melanogaster	Metazoa	117	16.0	1		5
Q8GTB6	Cannabis sativa	Plants	545	28.0	1		5
P51925	Sparus aurata	Metazoa	85	23.0	1		5
P81492	Hirudinaria manillensis	Metazoa	84	20.0	1		5
O02839	Sus scrofa	Metazoa	363	44.0	1		5
Q7KRU8	Drosophila melanogaster	Metazoa	205	19.0	1		5
V5NC32	Agaricus xanthodermus	Fungi	600	25.0	1		5
P31419	Manduca sexta	Metazoa	161	20.0	1		5
Q1RP79	Vipera nikolskii	Metazoa	138	16.0	1		5
P02671	Homo sapiens	Metazoa	866	19.0	1		5
Q99MA2	Rattus norvegicus	Metazoa	674	22.0	1		5
Q08481	Mus musculus	Metazoa	727	17.0	1		5
P34174	Bombyx mori	Metazoa	164	22.0	1		5
Q8MLZ7	Drosophila melanogaster	Metazoa	441	23.0	1		5
Q6QX33	Bothrops insularis	Metazoa	158	23.0	1		5
P01404	Dendroaspis angusticeps	Metazoa	81	21.0	1		5
P04276	Rattus norvegicus	Metazoa	476	16.0	1		5
Q9HBE5	Homo sapiens	Metazoa	538	19.0	1		5
Q7M3V1	Chelonus sp. nr. curvimaculatus	Metazoa	246	20.0	1		5
O54861	Rattus norvegicus	Metazoa	825	31.0	1		5
Q9BZW8	Homo sapiens	Metazoa	370	21.0	1		5
Q2HZ28	Bothrops erythromelas	Metazoa	138	16.0	1		5
Q8BHN3	Mus musculus	Metazoa	944	32.0	1		5
Q9C8A4	Arabidopsis thaliana	Plants	58	24.0	1		5
P56513	Canis lupus familiaris	Metazoa	92	20.0	1		5
Q04457	Caenorhabditis elegans	Metazoa	562	16.0	1		5
P32760	Gallus gallus	Metazoa	165	30.0	1		5
P35625	Homo sapiens	Metazoa	211	23.0	1		5
Q95P90	Olivierus martensii	Metazoa	94	22.0	1		5
P01658	Mus musculus	Metazoa	132	20.0	1		5
A0A0F7YYX3	Conus victoriae	Metazoa	196	25.0	1		5
P17046	Rattus norvegicus	Metazoa	411	26.0	1		5
Q61738	Mus musculus	Metazoa	1179	33.0	1		5
I6S7G5	Scolopendra mutilans	Metazoa	84	16.0	1		5
Q28143	Bos taurus	Metazoa	456	35.0	1		5
P54837	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211	20.0	1		5
P23472	Hevea brasiliensis	Plants	311	26.0	1		5
P04439	Homo sapiens	Metazoa	365	24.0	1		5
P15529	Homo sapiens	Metazoa	392	34.0	1		5
Q5DW47	Apis mellifera	Metazoa	107	21.0	1		5
Q91XA9	Mus musculus	Metazoa	473	21.0	1		5
Q12546	Aspergillus ficuum	Fungi	614	22.0	1		5
Q41162	Robinia pseudoacacia	Plants	285	31.0	1		5
Q3Y5Z3	Bos taurus	Metazoa	240	17.0	1		5
Q13231	Homo sapiens	Metazoa	466	21.0	1		5
Q5K0E0	Androctonus amoreuxi	Metazoa	59	22.0	1		5
P02743	Homo sapiens	Metazoa	223	19.0	1		5
Q9U8X3	Tachypleus tridentatus	Metazoa	67	23.0	1		5
Q9PUB7	Micrurus corallinus	Metazoa	78	21.0	1		5
P51740	Rattus norvegicus	Metazoa	551	19.0	1		5
Q969J5	Homo sapiens	Metazoa	263	21.0	1		5
P09479	Gallus gallus	Metazoa	456	20.0	1		5
Q9FXT4	Oryza sativa subsp. japonica	Plants	417	55.0	1		5
Q9BX67	Homo sapiens	Metazoa	310	31.0	1		5
P06908	Canis lupus familiaris	Metazoa	248	17.0	1		5
Q7YSJ4	Dictyostelium discoideum	Other	708	19.0	1		5
P38574	Bos taurus	Metazoa	287	18.0	1		5
Q9PTT2	Lepidobatrachus laevis	Metazoa	225	19.0	1		5
P02817	Bos taurus	Metazoa	213	16.0	1		5
P30919	Rattus norvegicus	Metazoa	345	23.0	1		5
P10889	Mus musculus	Metazoa	100	27.0	1		5
P01329	Cavia porcellus	Metazoa	110	24.0	1		5
Q8JGT7	Protobothrops mucrosquamatus	Metazoa	158	23.0	1		5
P01833	Homo sapiens	Metazoa	764	18.0	1		5
Q6H3D0	Trimeresurus stejnegeri	Metazoa	138	16.0	1		5
P09656	Rattus norvegicus	Metazoa	79	23.0	1		5
P01920	Homo sapiens	Metazoa	261	32.0	1		5
P01597	Homo sapiens	Metazoa	117	22.0	1		5
Q92154	Coturnix japonica	Metazoa	620	17.0	1		5
Q9ATH2	Corylus avellana	Plants	115	23.0	1		5
P10619	Homo sapiens	Metazoa	480	28.0	1		5
Q7YZS9	Conus virgo	Metazoa	67	26.0	1		5
Q5PP12	Arabidopsis thaliana	Plants	69	25.0	1		5
P27797	Homo sapiens	Metazoa	417	17.0	1		5
P02710	Tetronarce californica	Metazoa	461	24.0	1		5
Q9Z1K9	Rattus norvegicus	Metazoa	827	17.0	1		5
P15309	Homo sapiens	Metazoa	386	32.0	1		5
P86403	Mesobuthus eupeus	Metazoa	85	19.0	1		5
P10673	Canis lupus familiaris	Metazoa	170	23.0	1		5
P23142	Homo sapiens	Metazoa	703	29.0	1		5
P02780	Rattus norvegicus	Metazoa	95	18.0	1		5
Q16552	Homo sapiens	Metazoa	155	23.0	1		5
Q8IVL8	Homo sapiens	Metazoa	374	20.0	1		5
P11912	Homo sapiens	Metazoa	226	32.0	1		5
P09586	Mus musculus	Metazoa	222	31.0	1		5
Q9GU69	Lymnaea stagnalis	Metazoa	64	21.0	1		5
U6BLZ9	Penicillium canescens	Fungi	463	26.0	1		5
P01563	Homo sapiens	Metazoa	188	23.0	1		5
A0A7E5WTY7	Trichoplusia ni	Metazoa	211	20.0	1		5
Q9NBG9	Olivierus martensii	Metazoa	59	22.0	1		5
P34207	Rattus norvegicus	Metazoa	223	28.0	1		5
P01086	Hordeum vulgare	Plants	148	24.0	1		5
P19438	Homo sapiens	Metazoa	455	29.0	1		5
P0C8E8	Rhipicephalus sanguineus	Metazoa	86	20.0	1		5
Q8BSU2	Mus musculus	Metazoa	246	26.0	1		5
P55955	Caenorhabditis elegans	Metazoa	132	19.0	1		5
Q15768	Homo sapiens	Metazoa	340	27.0	1		5
Q6Z232	Oryza sativa subsp. japonica	Plants	146	42.0	1		5
P97884	Rattus norvegicus	Metazoa	96	26.0	1		5
Q01460	Rattus norvegicus	Metazoa	367	23.0	1		5
P43555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	445	28.0	1		5
C1IC52	Walterinnesia aegyptia	Metazoa	81	24.0	1		5
P06399	Rattus norvegicus	Metazoa	782	19.0	1		5
Q9BX74	Homo sapiens	Metazoa	207	37.0	1		5
P01042	Homo sapiens	Metazoa	644	18.0	1		5
P82384	Drosophila melanogaster	Metazoa	92	16.0	1		5
P60214	Tityus obscurus	Metazoa	86	20.0	1		5
P09341	Homo sapiens	Metazoa	107	34.0	1		5
Q7M419	Oligobrachia mashikoi	Metazoa	156	16.0	1		5
Q8AXY1	Bothrops jararacussu	Metazoa	138	16.0	1		5
A2AJB7	Mus musculus	Metazoa	192	26.0	1		5
P00703	Meleagris gallopavo	Metazoa	147	18.0	1		5
P13500	Homo sapiens	Metazoa	99	23.0	1		5
A8CG78	Daboia siamensis	Metazoa	138	16.0	1		5
P13432	Rattus norvegicus	Metazoa	146	22.0	1		5
P93484	Pisum sativum	Plants	623	22.0	1		5
P14217	Chlamydomonas reinhardtii	Plants	647	21.0	1		5
P01232	Sus scrofa	Metazoa	141	20.0	1		5
P0DPU1	Scolopendra dehaani	Metazoa	210	23.0	1		5
A0A1S6EK91	Moringa oleifera	Plants	79	20.0	1		5
P08937	Rattus norvegicus	Metazoa	172	15.0	1		5
Q9UBD3	Homo sapiens	Metazoa	114	21.0	1		5
P0DN86	Homo sapiens	Metazoa	165	20.0	1		5
Q8WUJ3	Homo sapiens	Metazoa	1361	30.0	1		5
Q8NBJ9	Homo sapiens	Metazoa	832	18.0	1		5
Q9NRM6	Homo sapiens	Metazoa	502	17.0	1		5
P81160	Drosophila melanogaster	Metazoa	54	21.0	1		5
Q06K97	Phlebotomus duboscqi	Metazoa	395	18.0	1		5
P08056	Rhizopus niveus	Fungi	238	16.0	1		5
A9XE60	Mesobuthus eupeus	Metazoa	91	19.0	1		5
Q6RG02	Penaeus merguiensis	Metazoa	2586	18.0	1		5
Q3L245	Leucoagaricus meleagris	Fungi	602	25.0	1		5
P11590	Mus musculus	Metazoa	178	16.0	1		5
P0DL40	Vespa magnifica	Metazoa	67	21.0	1		5
P22748	Homo sapiens	Metazoa	312	18.0	1		5
Q1ZYQ8	Zea mays	Plants	270	31.0	1		5
Q8IFJ8	Scutigera coleoptrata	Metazoa	659	18.0	1		5
P18684	Protophormia terraenovae	Metazoa	101	18.0	1		5
P15289	Homo sapiens	Metazoa	507	18.0	1		5
P22327	Trichoplusia ni	Metazoa	624	18.0	1		5
P19324	Mus musculus	Metazoa	417	17.0	1		5
P79762	Gallus gallus	Metazoa	437	20.0	1		5
Q9SLY8	Oryza sativa subsp. japonica	Plants	424	29.0	1		5
P13987	Homo sapiens	Metazoa	128	25.0	1		5
P01321	Canis lupus familiaris	Metazoa	110	24.0	1		5
P05117	Solanum lycopersicum	Plants	457	24.0	1		5
P0DUT6	Doratifera vulnerans	Metazoa	66	20.0	1		5
P33557	Aspergillus kawachii (strain NBRC 4308)	Fungi	211	27.0	1		5
P27177	Gallus gallus	Metazoa	273	24.0	1		5
Q8JGT9	Rhabdophis tigrinus tigrinus	Metazoa	237	18.0	1		5
Q10746	Rattus norvegicus	Metazoa	101	32.0	1		5
P10297	Phytolacca americana	Plants	313	22.0	1		5
Q8WRY4	Centruroides limpidus	Metazoa	84	19.0	1		5
P0DKR6	Dendroaspis polylepis polylepis	Metazoa	78	21.0	1		5
P01223	Bos taurus	Metazoa	138	20.0	1		5
P01730	Homo sapiens	Metazoa	458	25.0	1		5
P01830	Rattus norvegicus	Metazoa	161	19.0	1		5
D1MGU0	Protobothrops jerdonii	Metazoa	156	23.0	1		5
P81058	Penaeus vannamei	Metazoa	82	19.0	1		5
P20474	Bothrops asper	Metazoa	138	16.0	1		5
O70165	Mus musculus	Metazoa	334	17.0	1		5
Q28989	Sus scrofa	Metazoa	421	26.0	1		5
P01346	Rattus norvegicus	Metazoa	180	24.0	1		5
P07093	Homo sapiens	Metazoa	398	19.0	1		5
Q99616	Homo sapiens	Metazoa	98	16.0	1		5
Q10E50	Oryza sativa subsp. japonica	Plants	163	43.0	1		5
P27919	Avena sativa	Plants	214	28.0	1		5
Q28173	Bos taurus	Metazoa	416	22.0	1		5
P21782	Bos taurus	Metazoa	168	32.0	1		5
P00623	Crotalus adamanteus	Metazoa	138	16.0	1		5
Q2YHJ4	Craspedocephalus borneensis	Metazoa	138	16.0	1		5
P93680	Persea americana	Plants	326	25.0	1		5
Q90W39	Protobothrops mucrosquamatus	Metazoa	138	16.0	1		5
Q9DEA1	Deinagkistrodon acutus	Metazoa	146	23.0	1		5
P01245	Equus caballus	Metazoa	216	26.0	1		5
Q9VG55	Drosophila melanogaster	Metazoa	191	24.0	1		5
P31025	Homo sapiens	Metazoa	176	18.0	1		5
A0A0D1DWQ2	Mycosarcoma maydis	Fungi	290	21.0	1		5
Q95M17	Bos taurus	Metazoa	472	21.0	1		5
P24854	Sus scrofa	Metazoa	259	22.0	1		5
Q02126	Hordeum vulgare	Plants	330	25.0	1		5
Q39528	Cladrastis kentukea	Plants	293	35.0	1		5
P01161	Rattus norvegicus	Metazoa	152	24.0	1		5
P06312	Homo sapiens	Metazoa	121	20.0	1		5
Q6UX27	Homo sapiens	Metazoa	236	16.0	1		5
P18659	Macaca fascicularis	Metazoa	99	20.0	1		5
Q90WJ7	Takifugu pardalis	Metazoa	391	20.0	1		5
P61916	Homo sapiens	Metazoa	151	19.0	1		5
P81054	Grifola frondosa	Fungi	348	18.0	1		5
Q96318	Arabidopsis thaliana	Plants	524	23.0	1		5
Q9S8P4	Pisum sativum	Plants	217	20.0	1		5
P12961	Mus musculus	Metazoa	212	26.0	1		5
O48540	Solanum lycopersicum	Plants	397	23.0	1		5
I1SB12	Microdochium nivale	Fungi	495	22.0	1		5
P80384	Lepidoglyphus destructor	Metazoa	141	16.0	1		5
C0STK8	Elaphe climacophora	Metazoa	202	19.0	1		5
P01048	Rattus norvegicus	Metazoa	430	18.0	1		5
P09584	Oncorhynchus keta	Metazoa	210	23.0	1		5
Q8CEK3	Mus musculus	Metazoa	90	23.0	1		5
P23229	Homo sapiens	Metazoa	1130	23.0	1		5
P60616	Bungarus multicinctus	Metazoa	95	21.0	1		5
Q55P57	Cryptococcus neoformans var. neoformans serotype D (strain B-3501A)	Fungi	624	20.0	1		5
Q8NAC3	Homo sapiens	Metazoa	791	20.0	1		5
P31854	Vipera berus berus	Metazoa	138	16.0	1		5
C0HJM9	Tityus fasciolatus	Metazoa	84	20.0	1		5
P12725	Ovis aries	Metazoa	416	24.0	1		5
P13501	Homo sapiens	Metazoa	91	23.0	1		5
P10822	Psophocarpus tetragonolobus	Plants	207	24.0	1		5
Q7Z0H4	Olivierus martensii	Metazoa	55	23.0	1		5
P01231	Ovis aries	Metazoa	141	20.0	1		5
Q2U4L7	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	690	20.0	1		5
P48747	Oryctolagus cuniculus	Metazoa	557	21.0	1		5
P14314	Homo sapiens	Metazoa	528	14.0	1		5
O43866	Homo sapiens	Metazoa	347	19.0	1		5
Q2NME3	Tityus zulianus	Metazoa	86	20.0	1		5
P31836	Bos taurus	Metazoa	853	19.0	1		5
P42660	Aedes aegypti	Metazoa	471	19.0	1		5
Q6EER2	Sistrurus tergeminus	Metazoa	138	16.0	1		5
P01015	Rattus norvegicus	Metazoa	477	24.0	1		5
P12337	Oryctolagus cuniculus	Metazoa	565	18.0	1		5
D4A540	Rattus norvegicus	Metazoa	148	31.0	1		5
P11717	Homo sapiens	Metazoa	2491	40.0	1		5
O54766	Rattus norvegicus	Metazoa	617	20.0	1		5
P00624	Crotalus atrox	Metazoa	138	16.0	1		5
O14412	Orpinomyces sp. (strain PC-2)	Fungi	245	29.0	1		5
P49862	Homo sapiens	Metazoa	253	22.0	1		5
P19959	Aipysurus laevis	Metazoa	81	21.0	1		5
O96910	Aplysia californica	Metazoa	76	18.0	1		5
P13725	Homo sapiens	Metazoa	252	25.0	1		5
Q14641	Homo sapiens	Metazoa	139	25.0	1		5
O62605	Galleria mellonella	Metazoa	218	16.0	1		5
P01568	Homo sapiens	Metazoa	189	23.0	1		5
Q9H6E4	Homo sapiens	Metazoa	229	22.0	1		5
P30121	Rattus norvegicus	Metazoa	220	26.0	1		5
P60303	Naja kaouthia	Metazoa	81	21.0	1		5
P04916	Rattus norvegicus	Metazoa	201	18.0	1		5
P28770	Oncorhynchus mykiss	Metazoa	221	21.0	1		5
P34171	Bombyx mori	Metazoa	164	18.0	1		5
A0A0R4I951	Scolopendra dehaani	Metazoa	70	23.0	1		5
P09465	Cricetus cricetus	Metazoa	167	16.0	1		5
Q9NBW4	Theromyzon tessulatum	Metazoa	101	19.0	1		5
Q86SE1	Androctonus amoreuxi	Metazoa	83	19.0	1		5
P80245	Naja atra	Metazoa	81	21.0	1		5
Q63373	Rattus norvegicus	Metazoa	468	46.0	1		5
Q765P4	Holotrichia diomphalia	Metazoa	197	23.0	1		5
Q07CZ7	Lutzomyia longipalpis	Metazoa	397	18.0	1		5
A0A5C2A2T2	Conus purpurascens	Metazoa	178	24.0	1		5
Q28862	Bos taurus	Metazoa	310	16.0	1		5
A0A411EZW9	Agkistrodon piscivorus leucostoma	Metazoa	138	16.0	1		5
Q9GZV9	Homo sapiens	Metazoa	251	24.0	1		5
P34115	Dictyostelium discoideum	Other	730	20.0	1		5
P30348	Rattus norvegicus	Metazoa	100	31.0	1		5
P23806	Protobothrops flavoviridis	Metazoa	152	23.0	1		5
P55145	Homo sapiens	Metazoa	182	24.0	1		5
P07596	Hordeum vulgare	Plants	203	22.0	1		5
Q9FRV0	Secale cereale	Plants	266	23.0	1		5
Q2YHJ9	Craspedocephalus puniceus	Metazoa	138	16.0	1		5
P01342	Myxine glutinosa	Metazoa	115	26.0	1		5
Q8T0Y7	Aplysia californica	Metazoa	141	26.0	1		5
Q6TPK4	Actinidia deliciosa	Plants	116	26.0	1		5
P60212	Tityus obscurus	Metazoa	87	20.0	1		5
Q9PW68	Typhlonectes natans	Metazoa	97	28.0	1		5
P01350	Homo sapiens	Metazoa	101	21.0	1		5
P01570	Homo sapiens	Metazoa	189	23.0	1		5
Q8I7X1	Porcellio scaber	Metazoa	145	21.0	1		5
P02222	Chironomus thummi thummi	Metazoa	160	15.0	1		5
U3FAE1	Micrurus fulvius	Metazoa	84	21.0	1		5
Q9NPF0	Homo sapiens	Metazoa	282	35.0	1		5
P33767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	20.0	1		5
Q9NQ34	Homo sapiens	Metazoa	198	33.0	1		5
O14625	Homo sapiens	Metazoa	94	21.0	1		5
Q6UW32	Homo sapiens	Metazoa	110	24.0	1		5
P19872	Locusta migratoria	Metazoa	77	22.0	1		5
P36897	Homo sapiens	Metazoa	503	33.0	1		5
Q3YJT5	Solanum tuberosum	Plants	387	23.0	1		5
P0DPV2	Scolopendra dehaani	Metazoa	210	23.0	1		5
P16619	Homo sapiens	Metazoa	93	23.0	1		5
Q90249	Bothrops jararacussu	Metazoa	137	16.0	1		5
P10144	Homo sapiens	Metazoa	247	18.0	1		5
P67976	Ovis aries	Metazoa	180	18.0	1		5
Q26239	Rhodnius prolixus	Metazoa	207	23.0	1		5
P20740	Gallus gallus	Metazoa	1473	36.0	1		5
P28041	Hordeum vulgare	Plants	145	25.0	1		5
Q13433	Homo sapiens	Metazoa	755	28.0	1		5
C9X4J9	Tityus discrepans	Metazoa	80	20.0	1		5
B2G331	Radianthus crispa	Metazoa	78	22.0	1		5
P15515	Homo sapiens	Metazoa	57	19.0	1		5
Q9Z0K8	Mus musculus	Metazoa	512	23.0	1		5
P05790	Bombyx mori	Metazoa	5263	21.0	1		5
O14763	Homo sapiens	Metazoa	440	55.0	1		5
Q9D3H2	Mus musculus	Metazoa	163	16.0	1		5
Q05928	Mus musculus	Metazoa	177	31.0	1		5
P15261	Mus musculus	Metazoa	477	25.0	1		5
P70090	Craspedocephalus gramineus	Metazoa	138	16.0	1		5
P0DUS5	Doratifera vulnerans	Metazoa	57	24.0	1		5
P12550	Chironomus thummi thummi	Metazoa	162	16.0	1		5
A0A2I8B352	Paralithodes camtschaticus	Metazoa	71	23.0	1		5
Q8HY17	Sus scrofa	Metazoa	140	26.0	1		5
Q6UWN5	Homo sapiens	Metazoa	251	25.0	1		5
O60844	Homo sapiens	Metazoa	167	16.0	1		5
Q9BYZ8	Homo sapiens	Metazoa	158	22.0	1		5
P10456	Laticauda colubrina	Metazoa	83	21.0	1		5
O00105	Aspergillus niger	Fungi	564	19.0	1		5
Q8I948	Acanthoscurria gomesiana	Metazoa	156	23.0	1		5
Q05927	Bos taurus	Metazoa	574	26.0	1		5
P01703	Homo sapiens	Metazoa	118	19.0	1		5
Q6UWV6	Homo sapiens	Metazoa	458	21.0	1		5
P02747	Homo sapiens	Metazoa	245	28.0	1		5
P05060	Homo sapiens	Metazoa	677	20.0	1		5
P02779	Oryctolagus cuniculus	Metazoa	91	21.0	1		5
P31420	Manduca sexta	Metazoa	274	18.0	1		5
P15941	Homo sapiens	Metazoa	1255	23.0	1		5
Q9UHF4	Homo sapiens	Metazoa	553	29.0	1		5
P01241	Homo sapiens	Metazoa	217	26.0	1		5
A0A2I6QAZ5	Trametes coccinea (strain BRFM310)	Fungi	428	21.0	1		5
P84843	Hybomitra bimaculata	Metazoa	76	20.0	1		5
P00992	Vipera ammodytes ammodytes	Metazoa	93	24.0	1		5
G8XQX1	Daboia russelii	Metazoa	504	18.0	1		5
