accession	organism	kingdom	length	sp_cleavage_site	label	tm_helix_start_leq_90	fold
P01183	Sus scrofa	Metazoa	166	19.0	1		4
P20507	Chlamydomonas reinhardtii	Plants	377	20.0	1		4
Q9Y2I2	Homo sapiens	Metazoa	539	28.0	1		4
P35334	Phaseolus vulgaris	Plants	342	29.0	1		4
Q2PWA3	Protobothrops mucrosquamatus	Metazoa	138	16.0	1		4
P14562	Rattus norvegicus	Metazoa	407	21.0	1		4
C0HKR1	Agrotis ipsilon	Metazoa	73	20.0	1		4
Q9Y4X3	Homo sapiens	Metazoa	112	24.0	1		4
A8QL52	Bungarus fasciatus	Metazoa	517	19.0	1		4
G5EC68	Caenorhabditis elegans	Metazoa	85	17.0	1		4
P0DPV5	Scolopendra dehaani	Metazoa	76	23.0	1		4
P02647	Homo sapiens	Metazoa	267	18.0	1		4
Q1HAY7	Holotrichia diomphalia	Metazoa	317	23.0	1		4
Q9Y5C1	Homo sapiens	Metazoa	460	16.0	1		4
Q6UX46	Homo sapiens	Metazoa	152	24.0	1		4
P48307	Homo sapiens	Metazoa	235	22.0	1		4
P41271	Homo sapiens	Metazoa	181	16.0	1		4
Q6GU94	Centruroides limpidus	Metazoa	56	24.0	1		4
P09954	Sus scrofa	Metazoa	419	16.0	1		4
P80311	Bos taurus	Metazoa	216	33.0	1		4
P20241	Drosophila melanogaster	Metazoa	1302	23.0	1		4
P01911	Homo sapiens	Metazoa	266	29.0	1		4
P83886	Allium sativum	Plants	181	30.0	1		4
P00797	Homo sapiens	Metazoa	406	23.0	1		4
P14555	Homo sapiens	Metazoa	144	20.0	1		4
A7VN14	Protobothrops flavoviridis	Metazoa	109	19.0	1		4
P10976	Spinacia oleracea	Plants	117	26.0	1		4
Q6UXB1	Homo sapiens	Metazoa	125	24.0	1		4
P01704	Homo sapiens	Metazoa	120	19.0	1		4
P03954	Macaca fuscata fuscata	Metazoa	388	15.0	1		4
P30101	Homo sapiens	Metazoa	505	24.0	1		4
B2KNH9	Dendrobium findlayanum	Plants	167	24.0	1		4
Q02246	Homo sapiens	Metazoa	1040	30.0	1		4
Q0ZS88	Phlebotomus perniciosus	Metazoa	388	18.0	1		4
Q00802	Bombyx mori	Metazoa	256	17.0	1		4
P29320	Homo sapiens	Metazoa	983	20.0	1		4
Q90WJ8	Anguilla japonica	Metazoa	166	24.0	1		4
Q9HGE1	Humicola insolens	Fungi	227	36.0	1		4
P22770	Gallus gallus	Metazoa	502	23.0	1		4
D3Z9M3	Rattus norvegicus	Metazoa	109	16.0	1		4
P0DMD3	Scolopendra mutilans	Metazoa	105	21.0	1		4
P13389	Ovis aries	Metazoa	125	19.0	1		4
Q0IQK9	Oryza sativa subsp. japonica	Plants	116	25.0	1		4
P85196	Lonomia obliqua	Metazoa	183	15.0	1		4
Q26241	Rhodnius prolixus	Metazoa	202	23.0	1		4
Q45Z11	Oxyuranus scutellatus scutellatus	Metazoa	83	21.0	1		4
Q5DT21	Homo sapiens	Metazoa	86	19.0	1		4
Q5MIW7	Aedes albopictus	Metazoa	332	21.0	1		4
P80686	Tenebrio molitor	Metazoa	211	16.0	1		4
P83400	Hottentotta tamulus	Metazoa	60	24.0	1		4
Q61400	Mus musculus	Metazoa	265	33.0	1		4
P11150	Homo sapiens	Metazoa	499	22.0	1		4
P49257	Homo sapiens	Metazoa	510	30.0	1		4
Q95VE9	Epiphyas postvittana	Metazoa	164	23.0	1		4
O95813	Homo sapiens	Metazoa	267	17.0	1		4
P02655	Homo sapiens	Metazoa	101	22.0	1		4
P01763	Homo sapiens	Metazoa	117	19.0	1		4
P01274	Sus scrofa	Metazoa	180	20.0	1		4
P81383	Ophiophagus hannah	Metazoa	491	20.0	1		4
C6JUP1	Micrurus corallinus	Metazoa	84	21.0	1		4
P30440	Felis catus	Metazoa	109	17.0	1		4
P15169	Homo sapiens	Metazoa	458	20.0	1		4
Q7T2Q1	Echis multisquamatus	Metazoa	157	23.0	1		4
Q01584	Rhinella marina	Metazoa	183	20.0	1		4
P0DJD8	Homo sapiens	Metazoa	388	15.0	1		4
O96559	Cimex lectularius	Metazoa	364	35.0	1		4
Q92643	Homo sapiens	Metazoa	395	27.0	1		4
O46655	Sus scrofa	Metazoa	132	19.0	1		4
P78556	Homo sapiens	Metazoa	96	26.0	1		4
Q04791	Anas platyrhynchos	Metazoa	557	25.0	1		4
P02879	Ricinus communis	Plants	576	35.0	1		4
Q9NL89	Bombyx mori	Metazoa	495	16.0	1		4
P41543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476	22.0	1		4
P0DML2	Homo sapiens	Metazoa	217	26.0	1		4
P61917	Pan troglodytes	Metazoa	151	19.0	1		4
P01299	Canis lupus familiaris	Metazoa	93	29.0	1		4
Q9S7Y7	Arabidopsis thaliana	Plants	915	27.0	1		4
P02229	Chironomus thummi thummi	Metazoa	151	15.0	1		4
K9L4P7	Penicillium chrysogenum	Fungi	604	18.0	1		4
P07730	Oryza sativa subsp. japonica	Plants	499	24.0	1		4
P51688	Homo sapiens	Metazoa	502	20.0	1		4
Q8NHP8	Homo sapiens	Metazoa	589	41.0	1		4
P04217	Homo sapiens	Metazoa	495	21.0	1		4
P42889	Myocastor coypus	Metazoa	111	17.0	1		4
P52798	Homo sapiens	Metazoa	201	25.0	1		4
Q75N35	Dioscorea polystachya	Plants	272	25.0	1		4
P00757	Mus musculus	Metazoa	256	17.0	1		4
P55083	Homo sapiens	Metazoa	255	21.0	1		4
P27485	Sus scrofa	Metazoa	201	18.0	1		4
P42098	Sus scrofa	Metazoa	421	22.0	1		4
Q06576	Tamias sibiricus	Metazoa	215	28.0	1		4
C0HL65	Drosophila melanogaster	Metazoa	105	18.0	1		4
P68248	Gallus gallus	Metazoa	80	25.0	1		4
P08001	Sus scrofa	Metazoa	415	16.0	1		4
P82900	Triticum aestivum	Plants	96	29.0	1		4
P80162	Homo sapiens	Metazoa	114	37.0	1		4
A7VN15	Protobothrops flavoviridis	Metazoa	79	19.0	1		4
P00616	Oxyuranus scutellatus scutellatus	Metazoa	152	19.0	1		4
Q8TC27	Homo sapiens	Metazoa	787	16.0	1		4
Q53B47	Ophiophagus hannah	Metazoa	78	21.0	1		4
C4NZN9	Hyas araneus	Metazoa	131	16.0	1		4
P50448	Bos taurus	Metazoa	468	23.0	1		4
P02784	Bos taurus	Metazoa	134	25.0	1		4
Q9HE18	Talaromyces funiculosus	Fungi	353	18.0	1		4
P08174	Homo sapiens	Metazoa	381	34.0	1		4
P19137	Mus musculus	Metazoa	3083	24.0	1		4
Q9Z0J8	Rattus norvegicus	Metazoa	348	31.0	1		4
Q95121	Bos taurus	Metazoa	416	20.0	1		4
Q06KA2	Phlebotomus duboscqi	Metazoa	249	19.0	1		4
P09237	Homo sapiens	Metazoa	267	17.0	1		4
P02788	Homo sapiens	Metazoa	710	19.0	1		4
C0HLL2	Pithecopus azureus	Metazoa	146	18.0	1		4
P42292	Gallus gallus	Metazoa	588	33.0	1		4
P01036	Homo sapiens	Metazoa	141	20.0	1		4
Q92563	Homo sapiens	Metazoa	424	22.0	1		4
P31231	Pelophylax lessonae	Metazoa	420	22.0	1		4
P13213	Bos taurus	Metazoa	303	17.0	1		4
Q9C5S0	Arabidopsis thaliana	Plants	191	20.0	1		4
P01168	Sus scrofa	Metazoa	116	24.0	1		4
K9N4Q4	Phlebotomus papatasi	Metazoa	246	23.0	1		4
Q9QYH7	Rattus norvegicus	Metazoa	117	23.0	1		4
P04280	Homo sapiens	Metazoa	392	16.0	1		4
P42578	Lymnaea stagnalis	Metazoa	239	18.0	1		4
P14423	Rattus norvegicus	Metazoa	146	21.0	1		4
Q6UWK7	Homo sapiens	Metazoa	81	24.0	1		4
Q95460	Homo sapiens	Metazoa	341	22.0	1		4
Q70SU7	Salvelinus alpinus	Metazoa	342	19.0	1		4
E0X9F6	Thaumetopoea pityocampa	Metazoa	126	18.0	1		4
Q06K77	Phlebotomus duboscqi	Metazoa	336	21.0	1		4
P01239	Bos taurus	Metazoa	229	30.0	1		4
Q00870	Fusarium solani subsp. phaseoli	Fungi	350	19.0	1		4
Q5AMT2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	308	18.0	1		4
O77541	Oryctolagus cuniculus	Metazoa	124	24.0	1		4
Q95VP2	Epiphyas postvittana	Metazoa	161	20.0	1		4
P08818	Hordeum vulgare	Plants	476	34.0	1		4
P06858	Homo sapiens	Metazoa	475	27.0	1		4
Q29616	Macropus giganteus	Metazoa	149	22.0	1		4
P05231	Homo sapiens	Metazoa	212	29.0	1		4
P10820	Mus musculus	Metazoa	554	20.0	1		4
P06213	Homo sapiens	Metazoa	1382	27.0	1		4
Q94733	Rhodnius prolixus	Metazoa	202	23.0	1		4
A9UGV5	Oryza sativa subsp. japonica	Plants	68	30.0	1		4
Q42372	Robinia pseudoacacia	Plants	286	31.0	1		4
P19136	Phanerodontia chrysosporium	Fungi	382	24.0	1		4
Q5F0I3	Gynostemma pentaphyllum	Plants	300	23.0	1		4
Q13007	Homo sapiens	Metazoa	206	51.0	1		4
P82187	Equus caballus	Metazoa	185	20.0	1		4
P24330	Crotalus adamanteus	Metazoa	70	22.0	1		4
Q8N126	Homo sapiens	Metazoa	398	24.0	1		4
P31608	Sagittaria sagittifolia	Plants	181	24.0	1		4
O46654	Sorex araneus	Metazoa	147	20.0	1		4
P08989	Canis lupus familiaris	Metazoa	146	23.0	1		4
P01824	Homo sapiens	Metazoa	125	26.0	1		4
P08505	Mus musculus	Metazoa	211	24.0	1		4
C0HJQ5	Mesobuthus eupeus	Metazoa	57	28.0	1		4
A0A2J6KL39	Lactuca sativa	Plants	117	25.0	1		4
G4V4F9	Cupiennius salei	Metazoa	97	19.0	1		4
P01599	Homo sapiens	Metazoa	117	22.0	1		4
P42256	Aspergillus niger	Fungi	321	19.0	1		4
P0DPV3	Scolopendra dehaani	Metazoa	73	23.0	1		4
P20702	Homo sapiens	Metazoa	1163	19.0	1		4
P81702	Ceratocystis fimbriata f. sp. platani	Fungi	134	14.0	1		4
P67970	Gallus gallus	Metazoa	107	24.0	1		4
P18658	Macaca fascicularis	Metazoa	101	22.0	1		4
P21814	Ovis aries	Metazoa	429	25.0	1		4
P32936	Hordeum vulgare	Plants	149	24.0	1		4
P09487	Bos taurus	Metazoa	524	17.0	1		4
Q25589	Faxonius limosus	Metazoa	135	26.0	1		4
Q90WJ9	Takifugu pardalis	Metazoa	391	20.0	1		4
P38571	Homo sapiens	Metazoa	399	27.0	1		4
Q41161	Robinia pseudoacacia	Plants	285	31.0	1		4
Q39487	Colocasia esculenta	Plants	267	26.0	1		4
P05187	Homo sapiens	Metazoa	535	22.0	1		4
Q06153	Ophiostoma ulmi	Fungi	100	25.0	1		4
Q01129	Rattus norvegicus	Metazoa	354	16.0	1		4
Q01638	Homo sapiens	Metazoa	556	18.0	1		4
P34752	Aspergillus niger	Fungi	467	23.0	1		4
P10124	Homo sapiens	Metazoa	158	27.0	1		4
O35314	Rattus norvegicus	Metazoa	675	20.0	1		4
Q7ZT75	Xenopus laevis	Metazoa	315	19.0	1		4
P26203	Oryctolagus cuniculus	Metazoa	137	20.0	1		4
P02223	Chironomus thummi thummi	Metazoa	161	16.0	1		4
Q9I8P7	Malayopython reticulatus	Metazoa	201	19.0	1		4
P02724	Homo sapiens	Metazoa	150	19.0	1		4
P19035	Bos taurus	Metazoa	96	23.0	1		4
P08904	Bos taurus	Metazoa	154	27.0	1		4
P02866	Canavalia ensiformis	Plants	290	29.0	1		4
A0AT29	Lens culinaris	Plants	118	25.0	1		4
P54107	Homo sapiens	Metazoa	249	21.0	1		4
Q02083	Homo sapiens	Metazoa	359	28.0	1		4
P55320	Homarus americanus	Metazoa	112	31.0	1		4
P35052	Homo sapiens	Metazoa	558	23.0	1		4
Q7T2Q6	Bungarus flaviceps flaviceps	Metazoa	83	24.0	1		4
Q7ZTA0	Agkistrodon piscivorus piscivorus	Metazoa	240	19.0	1		4
Q95UE8	Lucilia cuprina	Metazoa	220	19.0	1		4
P45697	Olivierus martensii	Metazoa	84	19.0	1		4
P17690	Bos taurus	Metazoa	345	19.0	1		4
P55057	Oryctolagus cuniculus	Metazoa	124	27.0	1		4
P05164	Homo sapiens	Metazoa	745	48.0	1		4
P35481	Cyprinus carpio	Metazoa	129	18.0	1		4
P0DMJ5	Radianthus crispa	Metazoa	78	22.0	1		4
P07478	Homo sapiens	Metazoa	247	15.0	1		4
P29022	Zea mays	Plants	280	25.0	1		4
P19708	Canis lupus familiaris	Metazoa	129	18.0	1		4
Q64277	Mus musculus	Metazoa	311	24.0	1		4
P27613	Trichostrongylus colubriformis	Metazoa	173	15.0	1		4
Q969Z4	Homo sapiens	Metazoa	430	25.0	1		4
P28351	Aspergillus niger	Fungi	545	31.0	1		4
B7ZS96	Xenopus laevis	Metazoa	153	19.0	1		4
P91629	Drosophila miranda	Metazoa	126	16.0	1		4
P01226	Equus caballus	Metazoa	129	18.0	1		4
Q9UVI4	Claviceps fusiformis	Fungi	394	16.0	1		4
P11919	Manduca sexta	Metazoa	88	26.0	1		4
P86009	Dromaius novaehollandiae	Metazoa	238	17.0	1		4
Q2PGV8	Aureobasidium pullulans	Fungi	361	26.0	1		4
Q4LCT0	Androctonus australis	Metazoa	80	22.0	1		4
P05408	Homo sapiens	Metazoa	212	26.0	1		4
Q8N6C8	Homo sapiens	Metazoa	439	23.0	1		4
P01221	Cyprinus carpio	Metazoa	118	23.0	1		4
P12024	Drosophila melanogaster	Metazoa	1315	29.0	1		4
O02380	Tyrophagus putrescentiae	Metazoa	141	15.0	1		4
Q02471	Daboia siamensis	Metazoa	138	16.0	1		4
P33579	Rattus norvegicus	Metazoa	238	30.0	1		4
Q9H1M4	Homo sapiens	Metazoa	99	20.0	1		4
P01024	Homo sapiens	Metazoa	1663	22.0	1		4
P85204	Actinidia chinensis var. chinensis	Plants	114	25.0	1		4
C0HLA0	Chamaecyparis obtusa	Plants	556	28.0	1		4
Q9BKB7	Mesobuthus eupeus	Metazoa	57	21.0	1		4
P46165	Bos taurus	Metazoa	62	22.0	1		4
P11684	Homo sapiens	Metazoa	91	21.0	1		4
A8CG86	Daboia russelii	Metazoa	138	16.0	1		4
P13385	Homo sapiens	Metazoa	188	30.0	1		4
Q8VCS0	Mus musculus	Metazoa	530	22.0	1		4
P24090	Rattus norvegicus	Metazoa	352	18.0	1		4
P29007	Bombina orientalis	Metazoa	155	31.0	1		4
Q08380	Homo sapiens	Metazoa	585	18.0	1		4
P02876	Triticum aestivum	Plants	213	27.0	1		4
Q9SUQ8	Arabidopsis thaliana	Plants	187	29.0	1		4
A0A2I8B353	Paralithodes camtschaticus	Metazoa	76	23.0	1		4
Q4LCS9	Androctonus australis	Metazoa	80	22.0	1		4
P24063	Mus musculus	Metazoa	1162	23.0	1		4
Q4W1I9	Zinnia elegans	Plants	321	30.0	1		4
Q9YH85	Gallus gallus	Metazoa	2120	24.0	1		4
Q00017	Aspergillus aculeatus	Fungi	250	17.0	1		4
C5P3X6	Coccidioides posadasii (strain C735)	Fungi	276	18.0	1		4
Q56TT9	Hottentotta judaicus	Metazoa	85	19.0	1		4
P13083	Cavia porcellus	Metazoa	126	26.0	1		4
P28335	Homo sapiens	Metazoa	458	32.0	1		4
Q9TW98	Pinctada fucata	Metazoa	131	23.0	1		4
P23035	Oryctolagus cuniculus	Metazoa	413	24.0	1		4
Q9C0Y4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	969	24.0	1		4
A0A1W6EVN2	Ampulex compressa	Metazoa	50	26.0	1		4
Q43871	Hordeum vulgare	Plants	115	25.0	1		4
P81497	Suncus murinus	Metazoa	387	16.0	1		4
P18418	Rattus norvegicus	Metazoa	416	17.0	1		4
Q9Y0Y0	Aedes albopictus	Metazoa	60	24.0	1		4
Q96X54	Aspergillus awamori	Fungi	628	25.0	1		4
P02745	Homo sapiens	Metazoa	245	22.0	1		4
Q95NY5	Anopheles stephensi	Metazoa	315	18.0	1		4
P34095	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	98	21.0	1		4
P02748	Homo sapiens	Metazoa	559	21.0	1		4
P0DJI9	Homo sapiens	Metazoa	122	18.0	1		4
P0DSJ6	Myrmecia gulosa	Metazoa	62	24.0	1		4
P10764	Ovis aries	Metazoa	179	24.0	1		4
Q69CK0	Ophiophagus hannah	Metazoa	84	21.0	1		4
P56742	Crotalus atrox	Metazoa	516	18.0	1		4
Q6IWZ0	Aplysia californica	Metazoa	535	18.0	1		4
Q13145	Homo sapiens	Metazoa	260	20.0	1		4
P10459	Laticauda laticaudata	Metazoa	83	21.0	1		4
P02752	Gallus gallus	Metazoa	238	17.0	1		4
P32472	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135	17.0	1		4
Q64385	Mus musculus	Metazoa	432	23.0	1		4
Q9BWV1	Homo sapiens	Metazoa	1114	30.0	1		4
Q8JFY4	Anguilla japonica	Metazoa	111	26.0	1		4
Q6J4Q1	Apis mellifera	Metazoa	683	21.0	1		4
P00635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	17.0	1		4
P47178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	298	19.0	1		4
P02766	Homo sapiens	Metazoa	147	20.0	1		4
P15085	Homo sapiens	Metazoa	419	16.0	1		4
P22969	Equus caballus	Metazoa	182	25.0	1		4
P02670	Capra hircus	Metazoa	192	21.0	1		4
G9I930	Micrurus tener tener	Metazoa	149	30.0	1		4
B7SNV8	Parabuthus granulatus	Metazoa	82	19.0	1		4
P78733	Phanerodontia chrysosporium	Fungi	380	25.0	1		4
P01248	Sus scrofa	Metazoa	216	26.0	1		4
P10163	Homo sapiens	Metazoa	310	16.0	1		4
P13384	Bos taurus	Metazoa	317	33.0	1		4
P48842	Aspergillus aculeatus	Fungi	350	16.0	1		4
P19313	Rattus norvegicus	Metazoa	141	27.0	1		4
Q92583	Homo sapiens	Metazoa	94	23.0	1		4
Q27309	Bombyx mori	Metazoa	1782	15.0	1		4
Q6T6C2	Theromyzon tessulatum	Metazoa	97	22.0	1		4
P01889	Homo sapiens	Metazoa	362	24.0	1		4
P24476	Dianthus caryophyllus	Plants	293	23.0	1		4
A2AEP0	Mus musculus	Metazoa	171	19.0	1		4
Q9JJS8	Rattus norvegicus	Metazoa	685	19.0	1		4
P02666	Bos taurus	Metazoa	224	15.0	1		4
P08842	Homo sapiens	Metazoa	583	21.0	1		4
A0A0A1I6E7	Androctonus crassicauda	Metazoa	74	22.0	1		4
Q42656	Coffea arabica	Plants	378	15.0	1		4
Q9NL39	Pinctada maxima	Metazoa	140	25.0	1		4
P20476	Craspedocephalus gramineus	Metazoa	138	16.0	1		4
Q99972	Homo sapiens	Metazoa	504	32.0	1		4
P23577	Chlamydomonas reinhardtii	Plants	317	31.0	1		4
Q8VCT4	Mus musculus	Metazoa	565	18.0	1		4
P14925	Rattus norvegicus	Metazoa	976	25.0	1		4
F1CGT6	Centruroides suffusus	Metazoa	82	17.0	1		4
P01624	Homo sapiens	Metazoa	115	20.0	1		4
P02755	Bubalus bubalis	Metazoa	180	18.0	1		4
P16882	Mus musculus	Metazoa	650	24.0	1		4
P01027	Mus musculus	Metazoa	1663	24.0	1		4
P0DPU7	Scolopendra dehaani	Metazoa	78	25.0	1		4
P19007	Oryctolagus cuniculus	Metazoa	347	18.0	1		4
I6S7I0	Scolopendra mutilans	Metazoa	64	18.0	1		4
Q9TRM8	Canis lupus familiaris	Metazoa	177	25.0	1		4
P16235	Rattus norvegicus	Metazoa	700	26.0	1		4
Q965E2	Psoroptes ovis	Metazoa	143	17.0	1		4
C0STK7	Elaphe climacophora	Metazoa	332	23.0	1		4
P15399	Rattus norvegicus	Metazoa	177	17.0	1		4
Q9H293	Homo sapiens	Metazoa	177	32.0	1		4
Q7M438	Dictyostelium discoideum	Other	223	25.0	1		4
P83508	Cavia porcellus	Metazoa	170	16.0	1		4
P58738	Zea mays	Plants	269	24.0	1		4
P05013	Homo sapiens	Metazoa	189	20.0	1		4
P16444	Homo sapiens	Metazoa	411	16.0	1		4
P01814	Homo sapiens	Metazoa	119	19.0	1		4
A8CG82	Daboia siamensis	Metazoa	138	16.0	1		4
Q556R7	Dictyostelium discoideum	Other	303	24.0	1		4
E0XKJ9	Tabanus yao	Metazoa	349	25.0	1		4
O15455	Homo sapiens	Metazoa	904	23.0	1		4
Q9I840	Calloselasma rhodostoma	Metazoa	146	23.0	1		4
C6JUP2	Micrurus corallinus	Metazoa	88	21.0	1		4
Q9P121	Homo sapiens	Metazoa	344	33.0	1		4
P01477	Crotalus helleri	Metazoa	70	22.0	1		4
P08899	Anguilla japonica	Metazoa	209	19.0	1		4
P01227	Ovis aries	Metazoa	129	19.0	1		4
Q00945	Lymnaea stagnalis	Metazoa	155	26.0	1		4
P81498	Suncus murinus	Metazoa	389	16.0	1		4
P80513	Bos taurus	Metazoa	179	21.0	1		4
P23360	Thermoascus aurantiacus	Fungi	329	26.0	1		4
P08878	Crotalus durissus terrificus	Metazoa	138	37.0	1		4
Q6UWM7	Homo sapiens	Metazoa	567	21.0	1		4
P00716	Oryctolagus cuniculus	Metazoa	141	19.0	1		4
Q16674	Homo sapiens	Metazoa	131	24.0	1		4
P17935	Vipera ammodytes ammodytes	Metazoa	138	16.0	1		4
A0A1L6K371	Juglans nigra	Plants	510	23.0	1		4
P00433	Armoracia rusticana	Plants	353	30.0	1		4
P55773	Homo sapiens	Metazoa	120	21.0	1		4
P0DQP7	Cerrophidion godmani	Metazoa	200	19.0	1		4
P24091	Nicotiana tabacum	Plants	324	23.0	1		4
Q4TUA4	Olivierus martensii	Metazoa	85	19.0	1		4
Q5BGU9	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	366	18.0	1		4
Q6UWM5	Homo sapiens	Metazoa	242	22.0	1		4
P02896	Trypanosoma brucei brucei	Other	526	33.0	1		4
P01174	Rattus norvegicus	Metazoa	137	19.0	1		4
Q924B5	Rattus norvegicus	Metazoa	250	25.0	1		4
P07759	Mus musculus	Metazoa	418	21.0	1		4
P49921	Sus scrofa	Metazoa	91	23.0	1		4
Q9P246	Homo sapiens	Metazoa	746	14.0	1		4
P20827	Homo sapiens	Metazoa	205	18.0	1		4
P08648	Homo sapiens	Metazoa	1049	41.0	1		4
Q6UW88	Homo sapiens	Metazoa	154	22.0	1		4
P55203	Bos taurus	Metazoa	1110	56.0	1		4
P56612	Tityus stigmurus	Metazoa	84	19.0	1		4
Q91XV6	Rattus norvegicus	Metazoa	94	17.0	1		4
Q6H3D2	Trimeresurus stejnegeri	Metazoa	138	16.0	1		4
P80325	Cavia porcellus	Metazoa	96	23.0	1		4
Q9GV28	Bombyx mori	Metazoa	433	16.0	1		4
Q9Y279	Homo sapiens	Metazoa	399	19.0	1		4
G1CWH1	Clitoria ternatea	Plants	132	28.0	1		4
P0DMM8	Tityus trivittatus	Metazoa	84	20.0	1		4
Q9D6Y1	Mus musculus	Metazoa	273	21.0	1		4
P06756	Homo sapiens	Metazoa	1048	30.0	1		4
P21589	Homo sapiens	Metazoa	574	26.0	1		4
Q9TT95	Sus scrofa	Metazoa	120	22.0	1		4
Q9Y653	Homo sapiens	Metazoa	693	25.0	1		4
Q99372	Rattus norvegicus	Metazoa	870	27.0	1		4
C5J887	Opisthacanthus cayaporum	Metazoa	69	23.0	1		4
P03971	Homo sapiens	Metazoa	560	24.0	1		4
Q9GZM7	Homo sapiens	Metazoa	467	21.0	1		4
