accession	organism	kingdom	length	sp_cleavage_site	label	tm_helix_start_leq_90	fold
Q6UXK5	Homo sapiens	Metazoa	716	25.0	1		1
P52753	Cryphonectria parasitica	Fungi	118	22.0	1		1
P09462	Ovis aries	Metazoa	142	19.0	1		1
Q61001	Mus musculus	Metazoa	3718	40.0	1		1
A0A7M6UMR7	Apis mellifera	Metazoa	1010	16.0	1		1
Q8T0W2	Pimpla hypochondriaca	Metazoa	203	19.0	1		1
P01724	Mus musculus	Metazoa	129	19.0	1		1
P45663	Centruroides noxius	Metazoa	87	19.0	1		1
Q9NYY1	Homo sapiens	Metazoa	176	24.0	1		1
C0HK27	Dioclea lasiophylla	Plants	291	28.0	1		1
Q86IV5	Dictyostelium discoideum	Other	258	21.0	1		1
P43307	Homo sapiens	Metazoa	286	18.0	1		1
P07998	Homo sapiens	Metazoa	156	28.0	1		1
P67930	Ovis aries	Metazoa	217	27.0	1		1
P22323	Cavia porcellus	Metazoa	410	24.0	1		1
P36511	Rattus norvegicus	Metazoa	530	23.0	1		1
P31418	Manduca sexta	Metazoa	166	22.0	1		1
Q9UK55	Homo sapiens	Metazoa	444	21.0	1		1
P26010	Homo sapiens	Metazoa	798	19.0	1		1
Q08334	Homo sapiens	Metazoa	325	19.0	1		1
P30230	Raphanus sativus	Plants	80	29.0	1		1
Q969H8	Homo sapiens	Metazoa	173	31.0	1		1
O57385	Deinagkistrodon acutus	Metazoa	138	16.0	1		1
O93364	Crotalus adamanteus	Metazoa	516	18.0	1		1
Q62598	Rattus norvegicus	Metazoa	687	17.0	1		1
P03950	Homo sapiens	Metazoa	147	24.0	1		1
P23083	Homo sapiens	Metazoa	117	19.0	1		1
Q99969	Homo sapiens	Metazoa	163	20.0	1		1
Q8NJ73	Pyricularia grisea	Fungi	380	21.0	1		1
Q64HC7	Armadillidium vulgare	Metazoa	73	19.0	1		1
Q949Y3	Arabidopsis thaliana	Plants	475	30.0	1		1
P85840	Tityus serrulatus	Metazoa	416	24.0	1		1
Q969N2	Homo sapiens	Metazoa	578	21.0	1		1
Q8WPJ2	Mytilus edulis	Metazoa	367	17.0	1		1
Q6X4U4	Homo sapiens	Metazoa	206	23.0	1		1
Q86WA6	Homo sapiens	Metazoa	291	37.0	1		1
Q9BJX2	Olivierus martensii	Metazoa	54	23.0	1		1
C0HL83	Stellaria media	Plants	81	31.0	1		1
O59896	Pycnoporus cinnabarinus	Fungi	518	21.0	1		1
P29459	Homo sapiens	Metazoa	219	22.0	1		1
C0HJQ8	Mesobuthus eupeus	Metazoa	58	21.0	1		1
P19883	Homo sapiens	Metazoa	344	29.0	1		1
Q9Z0M9	Mus musculus	Metazoa	193	28.0	1		1
P29029	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	562	20.0	1		1
P00996	Bos taurus	Metazoa	79	23.0	1		1
Q6XE38	Homo sapiens	Metazoa	83	21.0	1		1
A8E2V8	Trimeresurus gracilis	Metazoa	139	16.0	1		1
Q7ZT99	Crotalus atrox	Metazoa	240	19.0	1		1
Q09332	Drosophila melanogaster	Metazoa	1548	22.0	1		1
P82144	Gloydius brevicaudus siniticus	Metazoa	200	19.0	1		1
P00702	Phasianus colchicus colchicus	Metazoa	147	17.0	1		1
Q91Z98	Mus musculus	Metazoa	402	21.0	1		1
P07237	Homo sapiens	Metazoa	508	17.0	1		1
Q9SU40	Arabidopsis thaliana	Plants	587	20.0	1		1
P08603	Homo sapiens	Metazoa	1231	18.0	1		1
A0A4P9I8G4	Waitea arvalis	Fungi	238	20.0	1		1
A0A0A1I6N9	Androctonus crassicauda	Metazoa	74	22.0	1		1
B2NHN2	Talaromyces funiculosus	Fungi	339	20.0	1		1
B3STN7	Nosema bombycis (strain CQ1 / CVCC 102059)	Fungi	316	18.0	1		1
P11839	Ovis aries	Metazoa	222	15.0	1		1
Q25055	Holotrichia diomphalia	Metazoa	104	20.0	1		1
P35501	Myzus persicae	Metazoa	552	23.0	1		1
P05067	Homo sapiens	Metazoa	770	17.0	1		1
P20933	Homo sapiens	Metazoa	346	23.0	1		1
Q2YHJ8	Craspedocephalus puniceus	Metazoa	138	16.0	1		1
Q6UW01	Homo sapiens	Metazoa	205	32.0	1		1
Q8MP00	Aedes aegypti	Metazoa	90	27.0	1		1
Q8JIY9	Protobothrops jerdonii	Metazoa	138	16.0	1		1
P19400	Ascaris suum	Metazoa	169	20.0	1		1
P01491	Centruroides sculpturatus	Metazoa	86	19.0	1		1
Q9VB68	Drosophila melanogaster	Metazoa	377	26.0	1		1
P17813	Homo sapiens	Metazoa	658	25.0	1		1
P82114	Bothrops moojeni	Metazoa	138	16.0	1		1
A1IKL2	Anisakis simplex	Metazoa	152	18.0	1		1
P16035	Homo sapiens	Metazoa	220	26.0	1		1
Q26427	Galleria mellonella	Metazoa	267	16.0	1		1
P11407	Vipera ammodytes ammodytes	Metazoa	138	16.0	1		1
Q6UWL6	Homo sapiens	Metazoa	708	20.0	1		1
P09989	Trichosanthes kirilowii	Plants	289	23.0	1		1
Q8JGT6	Protobothrops mucrosquamatus	Metazoa	146	23.0	1		1
Q0GY40	Hoffmannihadrurus gertschi	Metazoa	95	19.0	1		1
P00626	Vipera ammodytes ammodytes	Metazoa	138	16.0	1		1
O00100	Aspergillus terreus	Fungi	466	19.0	1		1
P02763	Homo sapiens	Metazoa	201	18.0	1		1
Q9JLA3	Rattus norvegicus	Metazoa	1551	42.0	1		1
P80022	Solanum lycopersicum	Plants	230	25.0	1		1
P01348	Sus scrofa	Metazoa	182	24.0	1		1
P01900	Mus musculus	Metazoa	365	24.0	1		1
P26776	Sus scrofa	Metazoa	153	20.0	1		1
O00626	Homo sapiens	Metazoa	93	24.0	1		1
P20142	Homo sapiens	Metazoa	388	16.0	1		1
Q17043	Aplysia kurodai	Metazoa	556	19.0	1		1
C0HKG1	Clitoria ternatea	Plants	127	24.0	1		1
Q2PS07	Fagopyrum esculentum	Plants	149	22.0	1		1
P08118	Homo sapiens	Metazoa	114	20.0	1		1
Q6WN34	Homo sapiens	Metazoa	429	25.0	1		1
P59938	Olivierus martensii	Metazoa	57	21.0	1		1
A4VBF0	Vipera nikolskii	Metazoa	138	16.0	1		1
C9X4K7	Tityus discrepans	Metazoa	85	21.0	1		1
P82102	Mytilus galloprovincialis	Metazoa	96	20.0	1		1
Q5W280	Bombina orientalis	Metazoa	96	19.0	1		1
Q8NCC3	Homo sapiens	Metazoa	412	33.0	1		1
Q8UVU7	Cerrophidion godmani	Metazoa	137	16.0	1		1
P80221	Bos taurus	Metazoa	112	36.0	1		1
P15473	Rattus norvegicus	Metazoa	292	27.0	1		1
P00711	Bos taurus	Metazoa	142	19.0	1		1
P61626	Homo sapiens	Metazoa	148	18.0	1		1
P01322	Rattus norvegicus	Metazoa	110	24.0	1		1
Q653V7	Oryza sativa subsp. japonica	Plants	885	33.0	1		1
P01302	Bos taurus	Metazoa	131	29.0	1		1
Q9GQV7	Aedes aegypti	Metazoa	128	22.0	1		1
P02681	Tachypleus tridentatus	Metazoa	195	20.0	1		1
P11598	Rattus norvegicus	Metazoa	505	24.0	1		1
Q99538	Homo sapiens	Metazoa	433	17.0	1		1
P02783	Rattus norvegicus	Metazoa	112	21.0	1		1
P13599	Rattus norvegicus	Metazoa	366	22.0	1		1
P31110	Oryza sativa subsp. japonica	Plants	177	26.0	1		1
P54762	Homo sapiens	Metazoa	984	17.0	1		1
Q7ZT98	Ophiophagus hannah	Metazoa	239	18.0	1		1
P49141	Monodelphis domestica	Metazoa	149	20.0	1		1
P12549	Chironomus thummi thummi	Metazoa	161	16.0	1		1
P14946	Lolium perenne	Plants	263	23.0	1		1
Q7Z5L0	Homo sapiens	Metazoa	202	24.0	1		1
Q6JK69	Bothrops atrox	Metazoa	138	16.0	1		1
P05371	Rattus norvegicus	Metazoa	447	21.0	1		1
P0DPV0	Scolopendra dehaani	Metazoa	101	23.0	1		1
Q96LA5	Homo sapiens	Metazoa	508	19.0	1		1
Q6STF1	Gloydius halys	Metazoa	504	18.0	1		1
Q8ISL8	Apis mellifera	Metazoa	78	24.0	1		1
P02648	Canis lupus familiaris	Metazoa	266	18.0	1		1
Q12841	Homo sapiens	Metazoa	308	20.0	1		1
P31779	Aquarana catesbeiana	Metazoa	153	24.0	1		1
F5CPD5	Micrurus altirostris	Metazoa	81	21.0	1		1
P09791	Trypanosoma brucei brucei	Other	129	27.0	1		1
A4LAR6	Grifola frondosa	Fungi	107	24.0	1		1
P01614	Homo sapiens	Metazoa	121	19.0	1		1
W5XCJ6	Macrovipera lebetinus	Metazoa	154	23.0	1		1
O00206	Homo sapiens	Metazoa	839	23.0	1		1
P09466	Homo sapiens	Metazoa	180	18.0	1		1
P81382	Calloselasma rhodostoma	Metazoa	516	18.0	1		1
Q3V1G4	Mus musculus	Metazoa	746	20.0	1		1
P40199	Homo sapiens	Metazoa	344	34.0	1		1
Q01117	Lipomyces kononenkoae	Fungi	624	28.0	1		1
P12637	Canis lupus familiaris	Metazoa	410	19.0	1		1
A9UGV6	Oryza sativa subsp. japonica	Plants	61	26.0	1		1
P02754	Bos taurus	Metazoa	178	16.0	1		1
P0C8E7	Rhipicephalus sanguineus	Metazoa	114	20.0	1		1
P01218	Ovis aries	Metazoa	120	24.0	1		1
Q6PW77	Sarocladium strictum	Fungi	499	25.0	1		1
P01009	Homo sapiens	Metazoa	418	24.0	1		1
Q09098	Mus musculus	Metazoa	99	23.0	1		1
P22394	Geotrichum candidum	Fungi	563	19.0	1		1
Q6TGQ8	Bothrops moojeni	Metazoa	502	18.0	1		1
P13612	Homo sapiens	Metazoa	1032	33.0	1		1
P23515	Homo sapiens	Metazoa	440	24.0	1		1
Q6H3D4	Trimeresurus stejnegeri	Metazoa	138	16.0	1		1
Q02809	Homo sapiens	Metazoa	727	18.0	1		1
O46166	Eratigena agrestis	Metazoa	68	17.0	1		1
P49256	Canis lupus familiaris	Metazoa	356	44.0	1		1
A0A1S6EK92	Moringa oleifera	Plants	79	20.0	1		1
Q12127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	18.0	1		1
A0A161AT60	Pisum sativum	Plants	120	25.0	1		1
P48745	Homo sapiens	Metazoa	357	31.0	1		1
P04706	Zea mays	Plants	223	19.0	1		1
P82007	Helianthus annuus	Plants	116	26.0	1		1
Q99519	Homo sapiens	Metazoa	415	47.0	1		1
P25942	Homo sapiens	Metazoa	277	20.0	1		1
Q8MMH5	Pimpla hypochondriaca	Metazoa	61	20.0	1		1
P14448	Gallus gallus	Metazoa	741	18.0	1		1
P01229	Homo sapiens	Metazoa	141	20.0	1		1
P32004	Homo sapiens	Metazoa	1257	19.0	1		1
Q8N0W4	Homo sapiens	Metazoa	816	41.0	1		1
Q94K85	Arabidopsis thaliana	Plants	359	26.0	1		1
I2C090	Ophiophagus hannah	Metazoa	1641	22.0	1		1
Q13478	Homo sapiens	Metazoa	541	18.0	1		1
P05090	Homo sapiens	Metazoa	189	20.0	1		1
Q08879	Mus musculus	Metazoa	705	29.0	1		1
P12068	Sus scrofa	Metazoa	146	18.0	1		1
Q9UKZ9	Homo sapiens	Metazoa	415	23.0	1		1
Q9H1E1	Homo sapiens	Metazoa	156	28.0	1		1
P50228	Mus musculus	Metazoa	132	40.0	1		1
P10669	Sus scrofa	Metazoa	344	29.0	1		1
P12273	Homo sapiens	Metazoa	146	28.0	1		1
P0CX77	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362	25.0	1		1
P60042	Rattus norvegicus	Metazoa	116	24.0	1		1
P00747	Homo sapiens	Metazoa	810	19.0	1		1
P01742	Homo sapiens	Metazoa	117	19.0	1		1
Q9W7J5	Pseudonaja textilis	Metazoa	103	21.0	1		1
Q86YT9	Homo sapiens	Metazoa	394	19.0	1		1
Q15582	Homo sapiens	Metazoa	683	23.0	1		1
Q8J0I9	Trichoderma harzianum	Fungi	490	28.0	1		1
Q39688	Daucus carota	Plants	389	24.0	1		1
P61870	Penicillium camembertii	Fungi	305	26.0	1		1
P01594	Homo sapiens	Metazoa	117	22.0	1		1
P11021	Homo sapiens	Metazoa	654	18.0	1		1
P01795	Mus musculus	Metazoa	144	19.0	1		1
P82818	Bombyx mori	Metazoa	66	24.0	1		1
Q60994	Mus musculus	Metazoa	247	17.0	1		1
Q8WQK0	Cotesia rubecula	Metazoa	65	23.0	1		1
Q8BK48	Mus musculus	Metazoa	559	26.0	1		1
P18959	Manduca sexta	Metazoa	168	26.0	1		1
P14095	Rattus norvegicus	Metazoa	96	24.0	1		1
O22317	Musa acuminata	Plants	340	28.0	1		1
P04552	Haliotis rufescens	Metazoa	154	18.0	1		1
P67876	Aspergillus restrictus	Fungi	176	27.0	1		1
P01602	Homo sapiens	Metazoa	117	22.0	1		1
P17314	Triticum aestivum	Plants	168	25.0	1		1
P02808	Homo sapiens	Metazoa	62	19.0	1		1
Q01682	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	18.0	1		1
P08375	Sarcophaga peregrina	Metazoa	63	23.0	1		1
O42257	Naja sputatrix	Metazoa	90	21.0	1		1
Q8JI39	Protobothrops flavoviridis	Metazoa	240	19.0	1		1
P78581	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	588	18.0	1		1
C7F6X3	Leucosporidium sp. (strain AY30)	Fungi	261	20.0	1		1
P80090	Lymnaea stagnalis	Metazoa	122	29.0	1		1
Q02795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286	19.0	1		1
P0DPU8	Scolopendra dehaani	Metazoa	105	24.0	1		1
P18649	Canis lupus familiaris	Metazoa	323	18.0	1		1
P12314	Homo sapiens	Metazoa	374	15.0	1		1
P04937	Rattus norvegicus	Metazoa	2477	24.0	1		1
P34180	Vipera ammodytes ammodytes	Metazoa	137	16.0	1		1
Q76BW5	Oryza sativa subsp. japonica	Plants	290	25.0	1		1
Q9IAM1	Deinagkistrodon acutus	Metazoa	152	23.0	1		1
P55803	Bos taurus	Metazoa	246	28.0	1		1
P01307	Sus scrofa	Metazoa	119	25.0	1		1
P33577	Petromyzon marinus	Metazoa	119	19.0	1		1
P29523	Bombyx mori	Metazoa	550	39.0	1		1
P06215	Phaseolus vulgaris	Plants	328	27.0	1		1
P05623	Drosophila melanogaster	Metazoa	55	19.0	1		1
A0A8U1C2Y4	Apis mellifera	Metazoa	686	19.0	1		1
P01225	Homo sapiens	Metazoa	129	18.0	1		1
C0K3N1	Bitis arietans	Metazoa	150	24.0	1		1
P21570	Mus musculus	Metazoa	145	24.0	1		1
A8CL69	Apis mellifera	Metazoa	195	33.0	1		1
P01311	Oryctolagus cuniculus	Metazoa	110	24.0	1		1
A0AT32	Lens culinaris	Plants	118	25.0	1		1
Q76FP5	Hypocrea rufa	Fungi	479	20.0	1		1
P81608	Sus scrofa	Metazoa	191	16.0	1		1
P86929	Metaphire guillelmi	Metazoa	73	14.0	1		1
P13204	Bos taurus	Metazoa	129	26.0	1		1
P43306	Clarias gariepinus	Metazoa	86	24.0	1		1
Q9UBP4	Homo sapiens	Metazoa	350	21.0	1		1
P0DUS6	Doratifera vulnerans	Metazoa	60	24.0	1		1
P02727	Canis lupus familiaris	Metazoa	129	17.0	1		1
P01706	Homo sapiens	Metazoa	119	19.0	1		1
Q53NL5	Oryza sativa subsp. japonica	Plants	290	27.0	1		1
P09319	Oreochromis mossambicus	Metazoa	212	24.0	1		1
Q24824	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	96	19.0	1		1
P24259	Sus scrofa	Metazoa	150	24.0	1		1
P85966	Triticum kiharae	Plants	116	34.0	1		1
Q29011	Sus scrofa	Metazoa	2434	16.0	1		1
A9UGV7	Oryza sativa subsp. japonica	Plants	63	26.0	1		1
P01297	Sus scrofa	Metazoa	121	24.0	1		1
P16860	Homo sapiens	Metazoa	134	26.0	1		1
Q41358	Sambucus nigra	Plants	570	28.0	1		1
P09470	Mus musculus	Metazoa	1312	34.0	1		1
Q6IV20	Gallus gallus	Metazoa	104	22.0	1		1
P01538	Viscum album	Plants	111	26.0	1		1
Q05538	Solanum lycopersicum	Plants	322	22.0	1		1
P19427	Bos taurus	Metazoa	201	18.0	1		1
P16112	Homo sapiens	Metazoa	2530	16.0	1		1
P20462	Notamacropus eugenii	Metazoa	176	18.0	1		1
Q800Y2	Argyrosomus regius	Metazoa	118	19.0	1		1
P28088	Bos taurus	Metazoa	441	26.0	1		1
Q8RUW5	Arabidopsis thaliana	Plants	433	19.0	1		1
P39037	Sus scrofa	Metazoa	232	15.0	1		1
Q63191	Rattus norvegicus	Metazoa	1216	21.0	1		1
Q96IQ7	Homo sapiens	Metazoa	327	23.0	1		1
P21760	Gallus gallus	Metazoa	178	20.0	1		1
Q9Y5U5	Homo sapiens	Metazoa	241	25.0	1		1
G5ED35	Caenorhabditis elegans	Metazoa	135	20.0	1		1
O15467	Homo sapiens	Metazoa	120	23.0	1		1
P01235	Cyprinus carpio	Metazoa	144	27.0	1		1
O00748	Homo sapiens	Metazoa	559	26.0	1		1
P01088	Zea mays	Plants	155	28.0	1		1
P23141	Homo sapiens	Metazoa	567	17.0	1		1
Q5ECE3	Lonomia obliqua	Metazoa	201	16.0	1		1
Q62718	Rattus norvegicus	Metazoa	344	32.0	1		1
P83618	Panax ginseng	Plants	238	23.0	1		1
Q805F3	Xenopus laevis	Metazoa	397	16.0	1		1
Q09140	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1448	18.0	1		1
P06727	Homo sapiens	Metazoa	396	20.0	1		1
P01005	Gallus gallus	Metazoa	210	24.0	1		1
P01308	Homo sapiens	Metazoa	110	24.0	1		1
Q09117	Populus deltoides	Plants	312	24.0	1		1
O62644	Bos taurus	Metazoa	151	18.0	1		1
Q16790	Homo sapiens	Metazoa	459	37.0	1		1
D1MGU1	Protobothrops jerdonii	Metazoa	146	23.0	1		1
P16975	Rattus norvegicus	Metazoa	301	17.0	1		1
Q17060	Apis mellifera	Metazoa	544	20.0	1		1
P52823	Homo sapiens	Metazoa	247	17.0	1		1
P22297	Manduca sexta	Metazoa	681	18.0	1		1
F5CPE0	Micrurus altirostris	Metazoa	80	21.0	1		1
P34998	Homo sapiens	Metazoa	415	23.0	1		1
B1P0S1	Pseudopleuronectes americanus	Metazoa	218	23.0	1		1
P13611	Homo sapiens	Metazoa	3396	20.0	1		1
P61823	Bos taurus	Metazoa	150	26.0	1		1
Q9Y5Q6	Homo sapiens	Metazoa	135	22.0	1		1
Q9BX93	Homo sapiens	Metazoa	195	19.0	1		1
P34951	Hordeum vulgare	Plants	143	24.0	1		1
P21956	Mus musculus	Metazoa	463	22.0	1		1
P83636	Faxonius limosus	Metazoa	106	29.0	1		1
Q7ZTA6	Crotalus viridis viridis	Metazoa	138	16.0	1		1
A8CG90	Daboia russelii	Metazoa	137	16.0	1		1
P09955	Sus scrofa	Metazoa	416	15.0	1		1
P83234	Ophiophagus hannah	Metazoa	190	20.0	1		1
Q9SJY7	Arabidopsis thaliana	Plants	131	21.0	1		1
P17697	Bos taurus	Metazoa	439	19.0	1		1
P01034	Homo sapiens	Metazoa	146	26.0	1		1
Q16270	Homo sapiens	Metazoa	282	26.0	1		1
P01217	Bos taurus	Metazoa	120	24.0	1		1
Q4WZ11	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	87	19.0	1		1
P32358	Bombyx mori	Metazoa	579	15.0	1		1
A3RF67	Dalbergia nigrescens	Plants	547	31.0	1		1
Q8T0W3	Pimpla hypochondriaca	Metazoa	63	25.0	1		1
P30438	Felis catus	Metazoa	92	22.0	1		1
P10256	Oncorhynchus keta	Metazoa	142	23.0	1		1
I7ICN3	Bitis rhinoceros	Metazoa	150	23.0	1		1
O01949	Aedes aegypti	Metazoa	273	19.0	1		1
Q8T113	Bombyx mori	Metazoa	227	17.0	1		1
O95711	Homo sapiens	Metazoa	162	20.0	1		1
P81447	Capra hircus	Metazoa	154	18.0	1		1
P10354	Rattus norvegicus	Metazoa	466	18.0	1		1
P15691	Bos taurus	Metazoa	190	26.0	1		1
O62680	Sus scrofa	Metazoa	123	25.0	1		1
P04119	Sus scrofa	Metazoa	178	18.0	1		1
P04090	Homo sapiens	Metazoa	185	24.0	1		1
Q06703	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312	44.0	1		1
Q5B1W7	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	385	18.0	1		1
P80958	Naja atra	Metazoa	82	21.0	1		1
A0A1W6EVM7	Ampulex compressa	Metazoa	50	26.0	1		1
Q9N2D4	Callithrix jacchus	Metazoa	387	15.0	1		1
B5LYJ9	Remusatia vivipara	Plants	256	23.0	1		1
P54660	Dictyostelium discoideum	Other	143	22.0	1		1
C1IC50	Walterinnesia aegyptia	Metazoa	81	24.0	1		1
Q9R100	Mus musculus	Metazoa	827	25.0	1		1
Q8QG87	Bothrops insularis	Metazoa	138	16.0	1		1
G9M8X1	Nephotettix cincticeps	Metazoa	687	19.0	1		1
G8YYA5	Androctonus amoreuxi	Metazoa	74	22.0	1		1
Q17128	Blaberus discoidalis	Metazoa	72	21.0	1		1
P09585	Cyprinus carpio	Metazoa	210	23.0	1		1
P01317	Bos taurus	Metazoa	105	24.0	1		1
Q9Y251	Homo sapiens	Metazoa	543	35.0	1		1
P02776	Homo sapiens	Metazoa	101	31.0	1		1
P01398	Bungarus multicinctus	Metazoa	87	21.0	1		1
O35701	Mus musculus	Metazoa	481	27.0	1		1
O64393	Triticum aestivum	Plants	148	23.0	1		1
P19999	Rattus norvegicus	Metazoa	238	17.0	1		1
P31532	Mus musculus	Metazoa	130	18.0	1		1
O60931	Homo sapiens	Metazoa	367	22.0	1		1
P36438	Brassica rapa subsp. rapa	Plants	320	35.0	1		1
P31211	Rattus norvegicus	Metazoa	396	22.0	1		1
Q59Y31	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	533	21.0	1		1
P80392	Meleagris gallopavo	Metazoa	64	28.0	1		1
P29460	Homo sapiens	Metazoa	328	22.0	1		1
Q8AV98	Protobothrops flavoviridis	Metazoa	148	23.0	1		1
Q96RQ9	Homo sapiens	Metazoa	567	21.0	1		1
P08236	Homo sapiens	Metazoa	651	22.0	1		1
Q6UXL0	Homo sapiens	Metazoa	311	29.0	1		1
P02814	Homo sapiens	Metazoa	79	22.0	1		1
Q5KSB7	Oligobrachia mashikoi	Metazoa	161	16.0	1		1
P54318	Rattus norvegicus	Metazoa	468	16.0	1		1
P83371	Oncorhynchus keta	Metazoa	508	25.0	1		1
P0DUS9	Doratifera vulnerans	Metazoa	59	19.0	1		1
P80370	Homo sapiens	Metazoa	383	23.0	1		1
O11780	Sus scrofa	Metazoa	683	23.0	1		1
O00585	Homo sapiens	Metazoa	134	23.0	1		1
Q2PG81	Protobothrops elegans	Metazoa	137	16.0	1		1
P01909	Homo sapiens	Metazoa	254	23.0	1		1
P0DUJ5	Pterois volitans	Metazoa	66	22.0	1		1
P81623	Bos taurus	Metazoa	258	29.0	1		1
Q60675	Mus musculus	Metazoa	3118	19.0	1		1
P14612	Pseudechis australis	Metazoa	89	21.0	1		1
O60046	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	217	20.0	1		1
P00651	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	130	26.0	1		1
P01701	Homo sapiens	Metazoa	117	19.0	1		1
A1X158	Perna viridis	Metazoa	561	20.0	1		1
M5AXY1	Felis catus	Metazoa	201	18.0	1		1
P0C552	Bungarus fasciatus	Metazoa	78	21.0	1		1
B0JFB8	Antheraea mylitta	Metazoa	105	19.0	1		1
P01901	Mus musculus	Metazoa	369	21.0	1		1
P41222	Homo sapiens	Metazoa	190	22.0	1		1
P02749	Homo sapiens	Metazoa	345	19.0	1		1
O60565	Homo sapiens	Metazoa	184	24.0	1		1
P05186	Homo sapiens	Metazoa	524	17.0	1		1
P11643	Hordeum vulgare	Plants	171	24.0	1		1
P30986	Eschscholzia californica	Plants	538	23.0	1		1
A0A1S3PBB7	Salmo salar	Metazoa	375	23.0	1		1
A0A7J6K7I9	Toxoplasma gondii	Other	553	64.0	1		1
Q07558	Hirudinaria manillensis	Metazoa	84	20.0	1		1
O43852	Homo sapiens	Metazoa	315	19.0	1		1
P29788	Mus musculus	Metazoa	478	19.0	1		1
P63153	Sus scrofa	Metazoa	146	23.0	1		1
P0DJI8	Homo sapiens	Metazoa	122	18.0	1		1
O14786	Homo sapiens	Metazoa	923	21.0	1		1
Q61508	Mus musculus	Metazoa	559	19.0	1		1
Q8N6Q3	Homo sapiens	Metazoa	437	21.0	1		1
A7VN13	Protobothrops flavoviridis	Metazoa	107	19.0	1		1
Q05091	Pyrus communis	Plants	330	24.0	1		1
P04073	Rattus norvegicus	Metazoa	392	16.0	1		1
Q70SU8	Salmo salar	Metazoa	342	19.0	1		1
P19835	Homo sapiens	Metazoa	753	20.0	1		1
P01494	Centruroides sculpturatus	Metazoa	87	19.0	1		1
Q07092	Homo sapiens	Metazoa	1604	21.0	1		1
P00698	Gallus gallus	Metazoa	147	18.0	1		1
P53616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420	24.0	1		1
P32947	Diutina rugosa	Fungi	549	15.0	1		1
P58154	Lymnaea stagnalis	Metazoa	229	19.0	1		1
P57087	Homo sapiens	Metazoa	298	28.0	1		1
